,name of company,college name,region,year
2309,NESS TECHNOLOGIES LTD.,MIT college of engineering,Pune,2018
2310,NEWGEN SOFTWARE TECH LTD.,MIT college of engineering,Pune,2018
2311,NEXTI TECHNOLOGIES,MIT college of engineering,Pune,2018
2312,NIHILENT,MIT college of engineering,Pune,2018
2313,NIKHIL COMFORTS,MIT college of engineering,Pune,2018
2314,NIKO RESOURCES LTD.,MIT college of engineering,Pune,2018
2315,NSE. IT LTD.,MIT college of engineering,Pune,2018
2316,NVIDIA,MIT college of engineering,Pune,2018
2317,ONIDA ELECTRICALS LTD.,MIT college of engineering,Pune,2018
2318,OPTRA SYSTEMS,MIT college of engineering,Pune,2018
2319,OPUS SOFTWARE LTD.,MIT college of engineering,Pune,2018
2320,ORACLE (IFLEX SOLUTIONS),MIT college of engineering,Pune,2018
2321,PANGEA3 LEGAL DATABASE SYS. LTD.,MIT college of engineering,Pune,2018
2322,PATNI COMPUTER SYSTEMS LTD.,MIT college of engineering,Pune,2018
2323,PENINSULA LAND LTD.,MIT college of engineering,Pune,2018
2324,PEROT SYSTEMS,MIT college of engineering,Pune,2018
2325,PERSISTENT SYSTEMS PVT. LTD.,MIT college of engineering,Pune,2018
2326,PETRONET LNG LTD.,MIT college of engineering,Pune,2018
2327,PIAGGIO,MIT college of engineering,Pune,2018
2328,POLARIS,MIT college of engineering,Pune,2018
2329,POWERICA LTD.,MIT college of engineering,Pune,2018
2330,PRAJ INDUSTRIES LTD.,MIT college of engineering,Pune,2018
2331,PROTIVITY CONSULTING PVT. LTD,MIT college of engineering,Pune,2018
2332,PUNJ LLOYD,MIT college of engineering,Pune,2018
2333,QUALEX SYSTEMS PVT. LTD.,MIT college of engineering,Pune,2018
2334,QUINNOX,MIT college of engineering,Pune,2018
2335,REFLEXIS SYSTEMS INDIA PVT. LTD.,MIT college of engineering,Pune,2018
2336,RELIANCE COMMUNICATIONS LTD.,MIT college of engineering,Pune,2018
2337,RELIANCE INDUSTRIES LTD.,MIT college of engineering,Pune,2018
2338,RENATA PRECISION COMPONENTS LTD.,MIT college of engineering,Pune,2018
2339,ROBERT BOSH CHASIS,MIT college of engineering,Pune,2018
2340,ROCKWELL AUTOMATION INDIA PVT. LTD.,MIT college of engineering,Pune,2018
2341,S1 SERVICES LTD.,MIT college of engineering,Pune,2018
2342,SAAMA TECHNOLOGIES LTD.,MIT college of engineering,Pune,2018
2343,"SAMVIDNYAN INFOTECH PVT, LTD.",MIT college of engineering,Pune,2018
2344,SANDVIK ASIA LTD.,MIT college of engineering,Pune,2018
2345,SANMAR ENGINEERING CORPORATION LTD.,MIT college of engineering,Pune,2018
2346,SAPIENT,MIT college of engineering,Pune,2018
2347,SASKEN COMMUNICATION TECH LTD,MIT college of engineering,Pune,2018
2348,SATYAM COMPUTER SERVICES LTD.,MIT college of engineering,Pune,2018
2349,SCHNEIDER ELECTRIC,MIT college of engineering,Pune,2018
2350,SESA GOA LTD. (VEDANTA GROUP),MIT college of engineering,Pune,2018
2351,SIDEL INDIA PVT. LTD.,MIT college of engineering,Pune,2018
2352,SIEMENS,MIT college of engineering,Pune,2018
2353,SIGMA SOFTWARE SOLUTIONS PVT LTD.,MIT college of engineering,Pune,2018
2354,SILICON MEADOWS,MIT college of engineering,Pune,2018
2355,SINGHANIA GROUP,MIT college of engineering,Pune,2018
2356,SKF INDIA LTD.,MIT college of engineering,Pune,2018
2357,SOFTECH ENGINEERS,MIT college of engineering,Pune,2018
2358,SOFTPOINT COMPUTERS LTD.,MIT college of engineering,Pune,2018
2359,SOMA ENTERPRISE LTD.,MIT college of engineering,Pune,2018
2360,SOMOTEX IMPOT EXPORT PVT LTD.,MIT college of engineering,Pune,2018
2361,SONICWALL SERVICES PVT. LTD.,MIT college of engineering,Pune,2018
2362,SONY INDIA SOTWARE CENTRE,MIT college of engineering,Pune,2018
2363,SPOT ON SOFTWARE PVT. LTD.,MIT college of engineering,Pune,2018
2364,STARENT NETWORKS (I) PVT. LTD.,MIT college of engineering,Pune,2018
2365,SUDARSHAN CHEMICALS,MIT college of engineering,Pune,2018
2366,SUGEN SOFTWARE,MIT college of engineering,Pune,2018
2367,SUNGUARD OFF-SHORE SERIVCES(I) LTD.,MIT college of engineering,Pune,2018
2368,SUPREME PETOCHEM LTD.,MIT college of engineering,Pune,2018
2369,SUZLON ENERGY LTD.,MIT college of engineering,Pune,2018
2370,SYMANTEC,MIT college of engineering,Pune,2018
2371,SYMPHONY SERVICES PUNE PVT. LTD.,MIT college of engineering,Pune,2018
2372,SYNERGY IFSOLUTIONS PTE LTD.,MIT college of engineering,Pune,2018
2373,SYNERGY RELATIONSHIP MGMT SERVICES PVT. LTD.,MIT college of engineering,Pune,2018
2374,SYNIGY INDIA LTD.,MIT college of engineering,Pune,2018
2375,SYNTEL LTD.,MIT college of engineering,Pune,2018
2376,TACO FAURECIA DESIGN CENTER,MIT college of engineering,Pune,2018
2377,TACO GROUP,MIT college of engineering,Pune,2018
2378,TAL MANUFACTURING SOLUTIONS LTD.,MIT college of engineering,Pune,2018
2379,TATA CHEMICALS,MIT college of engineering,Pune,2018
2380,TATA COMMUNICATION TRANSFORMATION SERVICES,MIT college of engineering,Pune,2018
2381,TATA CONSULTANCY SERVICES LTD.,MIT college of engineering,Pune,2018
2382,TATA ELXSI LTD.,MIT college of engineering,Pune,2018
2383,TATA MOTORS LTD.,MIT college of engineering,Pune,2018
2384,TATA PROJECTS LTD.,MIT college of engineering,Pune,2018
2385,TATA RYERSON,MIT college of engineering,Pune,2018
2386,TATA TECHNOLOGIES LTD.,MIT college of engineering,Pune,2018
2387,TAVISKA SOLUTIONS,MIT college of engineering,Pune,2018
2388,TECH MAHINDRA LTD.,MIT college of engineering,Pune,2018
2389,TECHINT HYPERTHERM,MIT college of engineering,Pune,2018
2390,TEGA INDUSTRIES LTD,MIT college of engineering,Pune,2018
2391,TESTFUNDA,MIT college of engineering,Pune,2018
2392,TEXITY SYSTEMS PVT. LTD.,MIT college of engineering,Pune,2018
2393,TEXOL ENGINEERING PVT. LTD.,MIT college of engineering,Pune,2018
2394,"THERMAX LTD,",MIT college of engineering,Pune,2018
2395,THOUGHTWORKS TECHNOLOGIES (I) PVT LTD.,MIT college of engineering,Pune,2018
2396,TOPAZ ENGINEERING,MIT college of engineering,Pune,2018
2397,TORUX SOFTWARE PVT. LTD.,MIT college of engineering,Pune,2018
2398,TOYOTA TECHNICAL DEVELOPMENT CORP.,MIT college of engineering,Pune,2018
2399,TRANSLOGICS,MIT college of engineering,Pune,2018
2400,TRANSOCEAN OFFSHORE INTERNATIONAL VENTURES LTD.,MIT college of engineering,Pune,2018
2401,T-SYSTEMS (I) PVT. LTD.,MIT college of engineering,Pune,2018
2402,TVS MOTORS CO LTD.,MIT college of engineering,Pune,2018
2403,TYCO ELECTRONICS CORPORATION INDIA LTD.,MIT college of engineering,Pune,2018
2404,UGS INDIA PVT. LTD.,MIT college of engineering,Pune,2018
2405,UHDE INDIA,MIT college of engineering,Pune,2018
2406,VA TECH WABAG LTD.,MIT college of engineering,Pune,2018
2407,VALEO MINDA ELECTRICAL SYS. LTD.,MIT college of engineering,Pune,2018
2408,VERIZON,MIT college of engineering,Pune,2018
2409,VESTAS WIND TECHNOLOGY LTD.,MIT college of engineering,Pune,2018
2410,VIDEOCON INDUSTRIES LTD.,MIT college of engineering,Pune,2018
2411,VJ CORESOFT PVT. LTD.,MIT college of engineering,Pune,2018
2412,VOLKSWAGEN INDIA PVT. LTD.,MIT college of engineering,Pune,2018
2413,VRITTI SOLUTIONS,MIT college of engineering,Pune,2018
2414,VULCAN ENGINEERS LTD.,MIT college of engineering,Pune,2018
2415,WEATHERFORD,MIT college of engineering,Pune,2018
2416,WEBSYM TECHNOLOGIES PVT. LTD.,MIT college of engineering,Pune,2018
2417,WHIRLPOOL INDIA LTD.,MIT college of engineering,Pune,2018
2418,WIPRO TECHNOLOGIES LTD.,MIT college of engineering,Pune,2018
2419,WIPRO CONSUMER CARE & LIGHTING,MIT college of engineering,Pune,2018
2420,XANSA INDIA PVT. LTD.,MIT college of engineering,Pune,2018
2421,YENKAY INSTRUMENTS AND CONTROLS,MIT college of engineering,Pune,2018
2422,ZENSAR TECHNOLOGIES LTD.,MIT college of engineering,Pune,2018
2423,ZENSOFT SERVICES,MIT college of engineering,Pune,2018
2424,ZS ASSOCIATES LTD,MIT college of engineering,Pune,2018
2425,TCS (For students across Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2426,IBM (For students across India),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2427,Accenture (For students across Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2428,Cognizant (For students across Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2429,Patni (For students across Pune),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2430,TechMahindra (For students across Pune),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2431,Infosys (For students across India),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2432,HP (For students across Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2433,KPIT (For students across Pune),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2434,L & T Infotech (For students across    Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2435,Cap Gemini (For students across Pune),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2436,Amdocs (For students across Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2437,Oracle (For students across Pune),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2438,Quinnox (For students across Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2439,Z.F. Associates ( For students across    Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2440,Wipro (For students across Maharashtra),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2441,Synechron (For students across Pune),Pimpri Chinchwad College Of Engineering and Research,Pune,2018
2442,Varroc Polymers,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2443,Wave Techline,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2444,QED Baton,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2445,Reva Electrical,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2446,SK Metals,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2447,Pure Study Software,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2448,Opulent Infotech,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2449,"RFIC solutions:S.M.Wireless Pvt.Ltd, Pune","Shree Ramchandra College of Engineering,Pune",Pune,2018
2450,Dextware,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2451,Horizon Telecom,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2452,Cybernetics Software,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2453,Sulzon Earth,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2454,Amazon Web Service,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2455,Science Digital,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2456,SpringJaunter,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2457,Tribro Softech (P) Limited,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2458,Versatile Premedia Service,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2459,Ipca Laboratory Ltd,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2460,Isash It Solution Pvt Ltd,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2461,Makeb Technologies,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2462,Codexia Infotech,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2463,Griphold,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2464,Tata Motors,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2465,Polybond,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2466,Johndeere Technologies,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2467,Exide Batteries,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2468,Johnson,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2469,John Deere,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2470,Hyundai Heavy Industries,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2471,Glewoods Systems,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2472,Revine Technologies,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2473,CMS IT Services,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2474,JEPL,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2475,SAR GROUP,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2476,Silver Globe Solutions,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2477,TechnoGrowth Softwares,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2478,Power Torc Bolting,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2479,Matrix Power Systems,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2480,Think & Learn,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2481,SIKCO Automotives Pvt ltd.,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2482,Diamond Mining Industry,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2483,Pramod Fibers Pvt ltd,"Shree Ramchandra College of Engineering,Pune",Pune,2018
2484,Tech Mahindra,"Trinity college of Engineering and Research,Pune",Pune,2018
2485,zensar Technologies,"Trinity college of Engineering and Research,Pune",Pune,2018
2486,YARDI  Software,"Trinity college of Engineering and Research,Pune",Pune,2018
2487,IRTM Robotics,"Trinity college of Engineering and Research,Pune",Pune,2018
2488,flextronics,"Trinity college of Engineering and Research,Pune",Pune,2018
2489,Mahindra & Mahindra,"Trinity college of Engineering and Research,Pune",Pune,2018
2490,Savysoft,"Trinity college of Engineering and Research,Pune",Pune,2018
2491,L&T    Infotech,"Trinity college of Engineering and Research,Pune",Pune,2018
2492,ADM    Softech,"Trinity college of Engineering and Research,Pune",Pune,2018
2493,TCS,"Trinity college of Engineering and Research,Pune",Pune,2018
2494,Satyam Tech,"Trinity college of Engineering and Research,Pune",Pune,2018
2495,Mahindra,"Trinity college of Engineering and Research,Pune",Pune,2018
2496,Zensar Technologies,"Trinity college of Engineering and Research,Pune",Pune,2018
2497,John deer,"Trinity college of Engineering and Research,Pune",Pune,2018
2498,BOSCH,"Trinity college of Engineering and Research,Pune",Pune,2018
2499,Perrenial sys,"Trinity college of Engineering and Research,Pune",Pune,2018
2500,Faurecia,"Trinity college of Engineering and Research,Pune",Pune,2018
2501,ADM Softech,"Trinity college of Engineering and Research,Pune",Pune,2018
2502,Crimson,"Trinity college of Engineering and Research,Pune",Pune,2018
2503,SGS Tech,"Trinity college of Engineering and Research,Pune",Pune,2018
2504,HP,"Trinity college of Engineering and Research,Pune",Pune,2018
2505,Future Tech.    Solution,"Trinity college of Engineering and Research,Pune",Pune,2018
2506,Mphasis,"Trinity college of Engineering and Research,Pune",Pune,2018
2507,EKI,"Trinity college of Engineering and Research,Pune",Pune,2018
2508,Araymonds,"Trinity college of Engineering and Research,Pune",Pune,2018
2509,OFOS,"Trinity college of Engineering and Research,Pune",Pune,2018
2510,Amazon,"Trinity college of Engineering and Research,Pune",Pune,2018
2511,Prolifics,"Trinity college of Engineering and Research,Pune",Pune,2018
2512,capgemini,"Trinity college of Engineering and Research,Pune",Pune,2018
2513,Grand View,"Trinity college of Engineering and Research,Pune",Pune,2018
2514,Falkom Design,"Trinity college of Engineering and Research,Pune",Pune,2018
2515,Voltas,"Trinity college of Engineering and Research,Pune",Pune,2018
2516,U & D    Square,"Trinity college of Engineering and Research,Pune",Pune,2018
2517,EKI ,"Trinity college of Engineering and Research,Pune",Pune,2018
2518,volkswagen,"Trinity college of Engineering and Research,Pune",Pune,2018
2519,Jai Hind,"Trinity college of Engineering and Research,Pune",Pune,2018
2520,Areymond,"Trinity college of Engineering and Research,Pune",Pune,2018
2521,Horizon telcom,"Trinity college of Engineering and Research,Pune",Pune,2018
2522,General    Motors India Ltd.,"Trinity college of Engineering and Research,Pune",Pune,2018
2523,L&T Infotech,"Trinity college of Engineering and Research,Pune",Pune,2018
2524,Assist. Engineering MPSC,"Trinity college of Engineering and Research,Pune",Pune,2018
2525,Devagiri Fourging,"Trinity college of Engineering and Research,Pune",Pune,2018
2526,Persistent    Systems,"Trinity college of Engineering and Research,Pune",Pune,2018
2527,CEMCON    concrete,"Trinity college of Engineering and Research,Pune",Pune,2018
2528,INFOSYS,"Trinity college of Engineering and Research,Pune",Pune,2018
2529,TAFE Ltd,"Trinity college of Engineering and Research,Pune",Pune,2018
2530,Briforce    Technologies,"Trinity college of Engineering and Research,Pune",Pune,2018
2531,Protego India,"Trinity college of Engineering and Research,Pune",Pune,2018
2532,Finntaito Inc-    Finland,"Trinity college of Engineering and Research,Pune",Pune,2018
2533,Bosch Chasis    System,"Trinity college of Engineering and Research,Pune",Pune,2018
2534,HSBC,"Trinity college of Engineering and Research,Pune",Pune,2018
2535,Quick heal,"Trinity college of Engineering and Research,Pune",Pune,2018
2536,Rookie    Web,"Trinity college of Engineering and Research,Pune",Pune,2018
2537,L&T,"Trinity college of Engineering and Research,Pune",Pune,2018
2538,HSBC Softr,"Trinity college of Engineering and Research,Pune",Pune,2018
2539,Flexitronics,"Trinity college of Engineering and Research,Pune",Pune,2018
2540,Force Motors,"Trinity college of Engineering and Research,Pune",Pune,2018
2541,Scemco Electrical,"Trinity college of Engineering and Research,Pune",Pune,2018
2542,Indian Army,"Trinity college of Engineering and Research,Pune",Pune,2018
2543,Syntel,"Trinity college of Engineering and Research,Pune",Pune,2018
2544,Vodafone,"Trinity college of Engineering and Research,Pune",Pune,2018
2545,K J Automotive,"Trinity college of Engineering and Research,Pune",Pune,2018
2546,Tech Starr IT,"Trinity college of Engineering and Research,Pune",Pune,2018
2547,Accenture,"Trinity college of Engineering and Research,Pune",Pune,2018
2548,Force motors,"Trinity college of Engineering and Research,Pune",Pune,2018
2549,3 D PLM,"Trinity college of Engineering and Research,Pune",Pune,2018
2550,Redwise    Consultant,"Trinity college of Engineering and Research,Pune",Pune,2018
2551,Mass    Tech,"Trinity college of Engineering and Research,Pune",Pune,2018
2552,CMS Computers,"Trinity college of Engineering and Research,Pune",Pune,2018
2553,Securens,"Trinity college of Engineering and Research,Pune",Pune,2018
2554,ZF Steering,"Trinity college of Engineering and Research,Pune",Pune,2018
2555,Accenture,Vishwakarma Institute of Technology,Pune,2018
2556,Imagination Technology,Vishwakarma Institute of Technology,Pune,2018
2557,Sungard,Vishwakarma Institute of Technology,Pune,2018
2558,ADP,Vishwakarma Institute of Technology,Pune,2018
2559,Infosys,Vishwakarma Institute of Technology,Pune,2018
2560,Synechron,Vishwakarma Institute of Technology,Pune,2018
2561,Aker Powergas Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2562,John Deere,Vishwakarma Institute of Technology,Pune,2018
2563,Tata Technologies,Vishwakarma Institute of Technology,Pune,2018
2564,Atlas Copco India Ltd,Vishwakarma Institute of Technology,Pune,2018
2565,Kirloskar Group,Vishwakarma Institute of Technology,Pune,2018
2566,Texas Instruments,Vishwakarma Institute of Technology,Pune,2018
2567,Barclays,Vishwakarma Institute of Technology,Pune,2018
2568,Mercdez Benz,Vishwakarma Institute of Technology,Pune,2018
2569,Thermax,Vishwakarma Institute of Technology,Pune,2018
2570,Bosch India Ltd,Vishwakarma Institute of Technology,Pune,2018
2571,Morgan Stanley Advantage Services Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2572,Thoughtworks,Vishwakarma Institute of Technology,Pune,2018
2573,Calsoft,Vishwakarma Institute of Technology,Pune,2018
2574,Mu Sigma Business Solutions,Vishwakarma Institute of Technology,Pune,2018
2575,Toyo Engineering India Ltd. ,Vishwakarma Institute of Technology,Pune,2018
2576,Cognizant,Vishwakarma Institute of Technology,Pune,2018
2577,Murugappa Group,Vishwakarma Institute of Technology,Pune,2018
2578,Trident Group,Vishwakarma Institute of Technology,Pune,2018
2579,Cybage Software,Vishwakarma Institute of Technology,Pune,2018
2580,Nihilent Technologies,Vishwakarma Institute of Technology,Pune,2018
2581,Uhde India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2582,Deloitte,Vishwakarma Institute of Technology,Pune,2018
2583,Nvidia,Vishwakarma Institute of Technology,Pune,2018
2584,VVF India Ltd,Vishwakarma Institute of Technology,Pune,2018
2585,Eaton Technologies Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2586,Oracle (OFSS),Vishwakarma Institute of Technology,Pune,2018
2587,Wavelet Technologies Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2588,Emerson,Vishwakarma Institute of Technology,Pune,2018
2589,Persistent Systems Ltd,Vishwakarma Institute of Technology,Pune,2018
2590,"Webtech Developers Pvt Ltd, Pune",Vishwakarma Institute of Technology,Pune,2018
2591,E Q Technologic,Vishwakarma Institute of Technology,Pune,2018
2592,Sandvik Coromant,Vishwakarma Institute of Technology,Pune,2018
2593,Whirlpool India Ltd,Vishwakarma Institute of Technology,Pune,2018
2594,Forbes Marshall,Vishwakarma Institute of Technology,Pune,2018
2595,Sanmar Group,Vishwakarma Institute of Technology,Pune,2018
2596,Wipro,Vishwakarma Institute of Technology,Pune,2018
2597,Godrej Infotech,Vishwakarma Institute of Technology,Pune,2018
2598,Schneider Electric,Vishwakarma Institute of Technology,Pune,2018
2599,Yardi Software India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2600,Harbinger Group,Vishwakarma Institute of Technology,Pune,2018
2601,SNS Technology,Vishwakarma Institute of Technology,Pune,2018
2602,Zensar,Vishwakarma Institute of Technology,Pune,2018
2603,Honeywell,Vishwakarma Institute of Technology,Pune,2018
2604,Sudarshan Chemicals,Vishwakarma Institute of Technology,Pune,2018
2605,Z S Associates,Vishwakarma Institute of Technology,Pune,2018
2606,Accelya Kale Solution Ltd,Vishwakarma Institute of Technology,Pune,2018
2607,Infostrech Solutions Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2608,S1 Services,Vishwakarma Institute of Technology,Pune,2018
2609,Amura Marketing Technologies Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2610,Jindal Steel Works (Jsw),Vishwakarma Institute of Technology,Pune,2018
2611,Saint-Gobain,Vishwakarma Institute of Technology,Pune,2018
2612,Ansys Fluent India Ltd,Vishwakarma Institute of Technology,Pune,2018
2613,Johnson Controls,Vishwakarma Institute of Technology,Pune,2018
2614,Siemens,Vishwakarma Institute of Technology,Pune,2018
2615,Aquatech Asia,Vishwakarma Institute of Technology,Pune,2018
2616,L & T Infotech,Vishwakarma Institute of Technology,Pune,2018
2617,Sigma Software,Vishwakarma Institute of Technology,Pune,2018
2618,Avaya India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2619,Larsen & Toubro,Vishwakarma Institute of Technology,Pune,2018
2620,Sulzer India Ltd.,Vishwakarma Institute of Technology,Pune,2018
2621,Clarice Technologies,Vishwakarma Institute of Technology,Pune,2018
2622,Logiquad Solutions,Vishwakarma Institute of Technology,Pune,2018
2623,Symantec Software Ind Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2624,Continental Automotive,Vishwakarma Institute of Technology,Pune,2018
2625,L'oreal,Vishwakarma Institute of Technology,Pune,2018
2626,Tata Motors,Vishwakarma Institute of Technology,Pune,2018
2627,Cummins India Ltd,Vishwakarma Institute of Technology,Pune,2018
2628,Mahindra & Mahindra,Vishwakarma Institute of Technology,Pune,2018
2629,Tavisca,Vishwakarma Institute of Technology,Pune,2018
2630,Faurecia,Vishwakarma Institute of Technology,Pune,2018
2631,Markets And Markets,Vishwakarma Institute of Technology,Pune,2018
2632,TCS,Vishwakarma Institute of Technology,Pune,2018
2633,Fiserv India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2634,Microsoft,Vishwakarma Institute of Technology,Pune,2018
2635,Te Connectivity India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2636,GKN Sinter Metals Private Ltd,Vishwakarma Institute of Technology,Pune,2018
2637,Mphasis,Vishwakarma Institute of Technology,Pune,2018
2638,Teach For India,Vishwakarma Institute of Technology,Pune,2018
2639,Gs Labs,Vishwakarma Institute of Technology,Pune,2018
2640,NTT Communications ( Japan),Vishwakarma Institute of Technology,Pune,2018
2641,Tech Mahindra,Vishwakarma Institute of Technology,Pune,2018
2642,Hindustan Unilever Ltd,Vishwakarma Institute of Technology,Pune,2018
2643,Opus Software,Vishwakarma Institute of Technology,Pune,2018
2644,Tibco Software India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2645,IBM,Vishwakarma Institute of Technology,Pune,2018
2646,Patni Computers,Vishwakarma Institute of Technology,Pune,2018
2647,Uniken Systems,Vishwakarma Institute of Technology,Pune,2018
2648,Icerties,Vishwakarma Institute of Technology,Pune,2018
2649,Principle Global Services,Vishwakarma Institute of Technology,Pune,2018
2650,Volkswagen India Pvt Ltd ,Vishwakarma Institute of Technology,Pune,2018
2651,Inautix,Vishwakarma Institute of Technology,Pune,2018
2652,Quick Heal,Vishwakarma Institute of Technology,Pune,2018
2653,Webonise Lab,Vishwakarma Institute of Technology,Pune,2018
2654,Indian Army,Vishwakarma Institute of Technology,Pune,2018
2655,Quinnox ,Vishwakarma Institute of Technology,Pune,2018
2656,Works Applications (Japan),Vishwakarma Institute of Technology,Pune,2018
2657,Indian Navy,Vishwakarma Institute of Technology,Pune,2018
2658,Rishabh Instruments,Vishwakarma Institute of Technology,Pune,2018
2659,Xtremum Solutions Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2660,Infibeam,Vishwakarma Institute of Technology,Pune,2018
2661,Rohan Builders India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2662,ZF India,Vishwakarma Institute of Technology,Pune,2018
2663,Media Ocean,Vishwakarma Institute of Technology,Pune,2018
2664,Umas Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2665,Tata Elxsi,Vishwakarma Institute of Technology,Pune,2018
2666,Mahindra Vehicle Manufacturers Ltd,Vishwakarma Institute of Technology,Pune,2018
2667,Nse Infotech,Vishwakarma Institute of Technology,Pune,2018
2668,Fluor Daniel,Vishwakarma Institute of Technology,Pune,2018
2669,ACG Worldwide,Vishwakarma Institute of Technology,Pune,2018
2670,General Motors,Vishwakarma Institute of Technology,Pune,2018
2671,Optymyze,Vishwakarma Institute of Technology,Pune,2018
2672,AGS Technology,Vishwakarma Institute of Technology,Pune,2018
2673,Geometric,Vishwakarma Institute of Technology,Pune,2018
2674,Pernod Ricard India Pvt. Ltd.,Vishwakarma Institute of Technology,Pune,2018
2675,Airtight Networks,Vishwakarma Institute of Technology,Pune,2018
2676,Godfrey Philips India Ltd,Vishwakarma Institute of Technology,Pune,2018
2677,Piaggio,Vishwakarma Institute of Technology,Pune,2018
2678,AKS Software,Vishwakarma Institute of Technology,Pune,2018
2679,Godrej Industries,Vishwakarma Institute of Technology,Pune,2018
2680,Portscape,Vishwakarma Institute of Technology,Pune,2018
2681,Alfa Laval,Vishwakarma Institute of Technology,Pune,2018
2682,GOL Offshore,Vishwakarma Institute of Technology,Pune,2018
2683,Praj Industries,Vishwakarma Institute of Technology,Pune,2018
2684,Ambuja Cement,Vishwakarma Institute of Technology,Pune,2018
2685,Goldman Sachs,Vishwakarma Institute of Technology,Pune,2018
2686,Premium Transmission Ltd,Vishwakarma Institute of Technology,Pune,2018
2687,Amdocs India,Vishwakarma Institute of Technology,Pune,2018
2688,Greaves Cotton,Vishwakarma Institute of Technology,Pune,2018
2689,Pridex Medicare Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
2690,Amos (Allianz Managed Operations & Services Se (Amos) - India),Vishwakarma Institute of Technology,Pune,2018
